Date,profundidad_0.0,profundidad_-1.0,profundidad_-2.0,profundidad_None
2016-08-02,,,,
2016-08-04,,,,
2016-08-09,,,,
2016-08-25,,,,
2016-08-30,,,,
2016-09-06,,,,
2016-09-08,,,,
2016-09-22,,,,
2016-09-29,,,,
2016-10-06,,,,
2016-10-14,,,,
2016-10-21,,,,
2016-10-28,,,,
2016-11-03,,,,
2016-11-11,,,,
2016-11-18,,,,
2016-11-22,,,,
2016-12-02,,,,
2016-12-13,,,,
2017-01-12,,,,
2017-01-26,,,,
2017-02-03,,,,
2017-02-10,,,,
2017-02-16,,,,
2017-02-24,,,,
2017-03-02,,,,
2017-03-08,,,,
2017-03-22,,,,
2017-03-30,,,,
2017-04-05,,,,
2017-04-12,,,,
2017-04-18,,,,
2017-04-25,,,,
2017-05-04,,,,
2017-05-10,,,,
2017-05-19,,,,
2017-05-24,,,,
2017-06-02,,,,
2017-06-06,,,,
2017-06-13,,,,
2017-06-21,,,,
2017-06-30,,,,
2017-07-05,,,,
2017-07-12,,,,
2017-07-19,,,,
2017-07-26,,,,
2017-08-08,,,,
2017-08-16,,,,
2017-08-23,,,,
2017-08-30,,,,
2017-09-06,,,,
2017-09-11,,,,
2017-09-20,,,,
2017-09-27,,,,
2017-10-04,,,,
2017-10-11,,,,
2017-10-17,,,,
2017-10-25,,,,
2017-11-03,,,,
2017-11-08,,,,
2017-11-22,,,,
2017-11-28,,,,
2017-12-05,,,,
2017-12-13,,,,
2017-12-18,,,,
2017-12-26,,,,
2018-01-02,,,,
2018-01-09,,,,
2018-01-17,,,,
2018-01-24,,,,
2018-01-31,,,,
2018-02-12,,,,
2018-02-20,,,,
2018-02-27,,,,
2018-03-07,,,,
2018-03-13,,,,
2018-03-26,,,,
2018-04-05,,,,
2018-04-17,,,,
2018-04-27,,,,
2018-05-02,,,,
2018-05-11,,,,
2018-05-16,,,,
2018-05-22,,,,
2018-05-30,,,,
2018-06-08,,,,
2018-06-12,,,,
2018-06-20,,,,
2018-06-26,,,,
2018-07-04,,,,
2018-07-10,,,,
2018-07-19,,,,
2018-07-24,,,,
2018-08-03,,,,
2018-08-09,,,,
2018-08-14,,,,
2018-08-23,,,,
2018-08-29,,,,
2018-09-04,,,,
2018-09-13,,,,
2018-09-20,,,,
2018-09-25,,,,
2018-10-03,,,,
2018-10-10,,,,
2018-10-17,,,,
2018-10-24,,,,
2018-11-07,,,,
2018-11-21,,,,
2018-11-28,,,,
2018-12-04,,,,
2018-12-11,,,,
2018-12-19,,,,
2018-12-26,,,,
2019-01-03,,,,
2019-01-09,,,,
2019-01-17,,,,
2019-01-25,,,,
2019-02-06,,,,
2019-02-12,,,,
2019-02-20,,,,
2019-02-26,,,,
2019-03-05,,,,
2019-03-12,,,,
2019-03-28,,,,
2019-04-02,,,,
2019-04-15,,,,
2019-04-24,,,,
2019-04-30,,,,
2019-05-08,,,,
2019-05-15,,,,
2019-05-21,,,,
2019-06-04,,,,
2019-06-18,,,,
2019-07-04,,,,
2019-07-11,,,,
2019-07-19,,,,
2019-07-26,,,,
2019-07-30,,,,
2019-08-06,,,,
2019-08-14,,,,
2019-08-22,,,,
2019-08-29,,,,
2019-09-04,,,,
2019-09-10,,,,
2019-09-17,,,,
2019-09-18,,,,
2019-09-19,,,,
2019-09-26,,,,
2019-10-03,,,,
2019-10-15,,,,
2019-10-16,,,,
2019-10-25,,,,
2019-11-04,,,,
2019-11-07,,,,
2019-11-14,,,,
2019-11-21,,,,
2019-11-27,,,,
2019-12-05,,,,
2019-12-11,,,,
2019-12-16,,,,
2019-12-26,,,,
2020-01-03,,,,
2020-01-08,,,,
2020-01-17,,,,
2020-01-23,,,,
2020-01-29,,,,
2020-02-04,,,,
2020-02-11,,,,
2020-02-20,,,,
2020-02-25,,,,
2020-03-05,,,,
2020-03-11,,,,
2020-03-17,,,,
2020-03-27,,,,
2020-04-01,,,,
2020-04-07,,,,
2020-04-14,,,,
2020-04-21,,,,
2020-05-13,,,,
2020-05-20,,,,
2020-06-01,,,,
2020-06-15,,,,
2020-06-26,,,,
2020-07-02,,,,
2020-07-07,,,,
2020-07-17,,,,
2020-07-23,,,,
2020-07-28,,,,
2020-08-04,,,,
2020-08-13,,,,
2020-08-19,,,,
2020-08-26,,,,
2020-09-03,,,,
2020-09-10,,,,
2020-09-16,,,,
2020-09-24,,,,
2020-09-30,,,,
2020-10-08,,,,
2020-10-14,,,,
2020-10-22,,,,
2020-10-29,,,,
2020-11-04,,,,
2020-11-12,,,,
2020-11-18,,,,
2020-11-25,,,,
2020-12-03,,,,
2020-12-10,,,,
2020-12-15,,,,
2020-12-21,,,,
2020-12-29,,,,
2021-01-05,,,,
2021-01-13,,,,
2021-01-20,,,,
2021-01-27,,,,
2021-02-03,,,,
2021-02-12,,,,
2021-02-17,,,,
2021-02-24,,,,
2021-03-05,486.06,,,
2021-03-10,122.35,,,
2021-03-15,1244.7,,,
2021-03-24,714.62,,,
2021-04-06,710.03,,,
2021-04-13,302.4,,,
2021-04-20,565.89,,,
2021-04-27,1115.79,,,
2021-05-06,75.86,,,
2021-05-13,1842.75,,,
2021-05-20,1890.87,,,
2021-05-25,848.63,,,
2021-06-02,647.1,,,
2021-06-08,922.48,,,
2021-06-14,2329.85,,,
2021-06-22,403.37,,,
2021-07-01,1864.23,,,
2021-07-06,3837.29,,,
2021-07-14,3895.15,,,
2021-07-20,1237.76,,,
2021-07-27,131.81,,,
2021-08-03,2007.22,,,
2021-08-09,161.63,,,
2021-08-13,3641.01,,,
2021-08-16,2084.96,,201.04,
2021-08-24,528.86,,,
2021-08-26,656.22,,,
2021-08-30,1578.02,,,
2021-09-02,524.58,,,
2021-09-09,348.41,,,
2021-09-13,432.49,,,
2021-09-20,2549.18,,,
2021-09-30,1901.26,,,
2021-10-07,392.9,,,
2021-10-11,399.47,,,
2021-10-18,1600.18,,,
2021-10-28,484.25,,,
2021-11-04,379.63,,,
2021-11-11,2417.97,,,
2021-11-18,644.01,,,
2021-11-25,214.05,,,
2021-12-01,241.39,,,
2021-12-10,134.94,,,
2021-12-15,164.99,,,
2021-12-21,313.13,,,
2021-12-28,688.17,,,
2022-01-04,162.02,,,
2022-01-12,93.95,,,
2022-01-19,89.89,,,
2022-01-27,1411.74,,,
2022-02-02,520.26,,,
2022-02-10,142.33,,,
2022-02-16,942.05,,,
2022-02-24,361.03,,,
2022-03-02,779.28,,,
2022-03-11,954.09,,,
2022-03-24,1459.45,,,
2022-03-28,3248.16,,,
2022-04-06,251.42,,,
2022-04-11,976.29,,,
2022-04-19,73.81,,,
2022-04-22,348.36,,,
2022-04-27,101.08,,,
2022-05-06,599.95,,,
2022-05-13,1855.44,,,
2022-05-18,799.82,,,
2022-05-26,108.31,,,
2022-06-02,1359.73,,,
2022-06-10,2184.02,,,
2022-06-17,113.49,,,
2022-06-24,150.2,,,
2022-06-30,293.47,,,
2022-07-06,124.3,,,
2022-07-14,3529.36,,,
2022-07-20,79.0,,,
2022-07-28,115.52,,,
2022-08-03,1162.29,,,
2022-08-11,172.64,,,
2022-08-17,155.53,,,
2022-08-24,883.87,,,
2022-09-01,723.29,,,
2022-09-07,880.19,,,
2022-09-15,169.09,,,
2022-09-21,146.95,,,
2022-09-27,214.72,,,
2022-09-29,111.73,,,
2022-10-05,348.45,,,
2022-10-11,371.0,,,
2022-10-18,279.88,,,
2022-10-26,250.97,,,
2022-11-02,163.22,,,
2022-11-09,275.17,,,
2022-11-17,506.19,,,
2022-11-24,128.49,,,
2022-12-01,130.12,,,
2022-12-07,149.71,,,
2022-12-16,84.93,,,
2022-12-20,153.39,,,
2022-12-27,73.2,,,
2023-01-03,739.72,,,
2023-01-10,89.35,,,
2023-01-20,121.13,,,
2023-01-25,384.43,,,
2023-02-01,135.52,,,
2023-02-08,285.62,,,
2023-02-14,271.33,,,
2023-02-23,81.6,,,
2023-03-01,1256.92,,,
2023-03-08,1077.41,,,
2023-03-16,70.11,,,
2023-03-22,1021.64,,,
2023-03-29,77.37,,,
2023-04-04,62.39,,,
2023-04-11,479.06,,,
2023-04-20,927.62,,,
2023-04-27,895.0,,,
2023-05-05,421.99,,,
2023-05-11,104.27,,,
2023-05-18,61.74,,,
2023-05-25,1735.46,,,
2023-05-31,2082.07,,,
2023-06-05,39.91,,,
2023-06-13,83.76,,,
2023-06-21,58.64,,,
2023-06-28,4157.49,,,
2023-07-05,4385.23,,,
2023-07-12,609.2,,,
2023-07-19,2708.65,,,
2023-07-26,71.19,,,
2023-08-01,491.9,,,
2023-08-10,57.63,,,
2023-08-17,469.46,,,
2023-08-24,85.52,,,
